Ch,AziCorr(deg),Dist(m),Rfl,Azi(deg),Ele(deg),t(us),x(m),y(m),z(m),
14,0.00,0.000,0,243.00,0.00,967246,0.000,0.000,0.000,
15,0.00,0.000,0,243.00,0.00,967246,0.000,0.000,0.000,
16,0.00,0.000,0,243.00,0.00,967246,0.000,0.000,0.000,
17,0.00,0.000,0,243.00,0.00,967246,0.000,0.000,0.000,
26,243.15,9.888,7,243.00,-10.00,967246,-8.687,-4.400,-1.717,
27,243.15,9.064,7,243.00,-11.00,967246,-7.938,-4.019,-1.729,
28,243.16,8.396,6,243.00,-12.00,967246,-7.327,-3.709,-1.746,
29,243.17,7.740,9,243.00,-13.00,967246,-6.729,-3.405,-1.741,
30,243.17,7.256,10,243.00,-14.00,967246,-6.283,-3.178,-1.755,
31,243.18,6.848,6,243.00,-15.00,967246,-5.903,-2.985,-1.772,
32,243.18,6.464,7,243.00,-16.00,967246,-5.545,-2.804,-1.782,
1,0.00,0.000,0,243.18,0.00,967246,0.000,0.000,0.000,
2,0.00,0.000,0,243.18,0.00,967246,0.000,0.000,0.000,
3,0.00,0.000,0,243.18,0.00,967246,0.000,0.000,0.000,
4,0.00,0.000,0,243.18,0.00,967246,0.000,0.000,0.000,
5,0.00,0.000,0,243.18,0.00,967246,0.000,0.000,0.000,
6,0.00,0.000,0,243.18,0.00,967246,0.000,0.000,0.000,
7,0.00,0.000,0,243.18,0.00,967246,0.000,0.000,0.000,
8,0.00,0.000,0,243.18,0.00,967246,0.000,0.000,0.000,
9,0.00,0.000,0,243.18,0.00,967246,0.000,0.000,0.000,
10,0.00,0.000,0,243.18,0.00,967246,0.000,0.000,0.000,
11,0.00,0.000,0,243.18,0.00,967246,0.000,0.000,0.000,
12,0.00,0.000,0,243.18,0.00,967246,0.000,0.000,0.000,
13,0.00,0.000,0,243.18,0.00,967246,0.000,0.000,0.000,
14,0.00,0.000,0,243.18,0.00,967246,0.000,0.000,0.000,
15,0.00,0.000,0,243.18,0.00,967246,0.000,0.000,0.000,
16,0.00,0.000,0,243.18,0.00,967246,0.000,0.000,0.000,
26,243.33,9.888,7,243.18,-10.00,967246,-8.701,-4.372,-1.717,
27,243.33,9.056,6,243.18,-11.00,967246,-7.944,-3.990,-1.728,
28,243.34,8.392,5,243.18,-12.00,967246,-7.335,-3.684,-1.745,
29,243.35,7.744,8,243.18,-13.00,967246,-6.743,-3.386,-1.742,
30,243.35,7.252,8,243.18,-14.00,967246,-6.289,-3.156,-1.754,
31,243.36,6.852,5,243.18,-15.00,967246,-5.915,-2.969,-1.773,
32,243.36,6.452,6,243.18,-16.00,967246,-5.544,-2.781,-1.778,
1,0.00,0.000,0,243.18,0.00,967246,0.000,0.000,0.000,
2,0.00,0.000,0,243.18,0.00,967246,0.000,0.000,0.000,
3,0.00,0.000,0,243.18,0.00,967246,0.000,0.000,0.000,
4,0.00,0.000,0,243.18,0.00,967246,0.000,0.000,0.000,
5,0.00,0.000,0,243.18,0.00,967246,0.000,0.000,0.000,
6,0.00,0.000,0,243.18,0.00,967246,0.000,0.000,0.000,
7,0.00,0.000,0,243.18,0.00,967246,0.000,0.000,0.000,
8,0.00,0.000,0,243.18,0.00,967246,0.000,0.000,0.000,
9,0.00,0.000,0,243.18,0.00,967246,0.000,0.000,0.000,
10,0.00,0.000,0,243.18,0.00,967246,0.000,0.000,0.000,
11,0.00,0.000,0,243.18,0.00,967246,0.000,0.000,0.000,
12,0.00,0.000,0,243.18,0.00,967246,0.000,0.000,0.000,
13,0.00,0.000,0,243.18,0.00,967246,0.000,0.000,0.000,
14,0.00,0.000,0,243.18,0.00,967246,0.000,0.000,0.000,
15,0.00,0.000,0,243.18,0.00,967246,0.000,0.000,0.000,
16,0.00,0.000,0,243.18,0.00,967246,0.000,0.000,0.000,
26,243.33,9.888,7,243.18,-10.00,967246,-8.701,-4.372,-1.717,
27,243.33,9.056,6,243.18,-11.00,967246,-7.944,-3.990,-1.728,
28,243.34,8.392,5,243.18,-12.00,967246,-7.335,-3.684,-1.745,
29,243.35,7.744,8,243.18,-13.00,967246,-6.743,-3.386,-1.742,
30,243.35,7.252,8,243.18,-14.00,967246,-6.289,-3.156,-1.754,
31,243.36,6.852,5,243.18,-15.00,967246,-5.915,-2.969,-1.773,
32,243.36,6.452,6,243.18,-16.00,967246,-5.544,-2.781,-1.778,
1,0.00,0.000,0,243.36,0.00,967446,0.000,0.000,0.000,
2,0.00,0.000,0,243.36,0.00,967446,0.000,0.000,0.000,
3,0.00,0.000,0,243.36,0.00,967446,0.000,0.000,0.000,
4,0.00,0.000,0,243.36,0.00,967446,0.000,0.000,0.000,
5,0.00,0.000,0,243.36,0.00,967446,0.000,0.000,0.000,
6,0.00,0.000,0,243.36,0.00,967446,0.000,0.000,0.000,
7,0.00,0.000,0,243.36,0.00,967446,0.000,0.000,0.000,
8,0.00,0.000,0,243.36,0.00,967446,0.000,0.000,0.000,
9,0.00,0.000,0,243.36,0.00,967446,0.000,0.000,0.000,
10,0.00,0.000,0,243.36,0.00,967446,0.000,0.000,0.000,
11,0.00,0.000,0,243.36,0.00,967446,0.000,0.000,0.000,
12,0.00,0.000,0,243.36,0.00,967446,0.000,0.000,0.000,
13,0.00,0.000,0,243.36,0.00,967446,0.000,0.000,0.000,
14,0.00,0.000,0,243.36,0.00,967446,0.000,0.000,0.000,
15,0.00,0.000,0,243.36,0.00,967446,0.000,0.000,0.000,
16,0.00,0.000,0,243.36,0.00,967446,0.000,0.000,0.000,
25,243.50,11.040,7,243.36,-9.00,967446,-9.758,-4.865,-1.727,
26,243.51,9.888,7,243.36,-10.00,967446,-8.715,-4.345,-1.717,
27,243.51,9.060,6,243.36,-11.00,967446,-7.960,-3.967,-1.729,
28,243.52,8.388,5,243.36,-12.00,967446,-7.343,-3.660,-1.744,
29,243.53,7.756,7,243.36,-13.00,967446,-6.764,-3.370,-1.745,
30,243.53,7.240,8,243.36,-14.00,967446,-6.289,-3.131,-1.752,
31,243.54,6.844,6,243.36,-15.00,967446,-5.918,-2.947,-1.771,
32,243.54,6.456,5,243.36,-16.00,967446,-5.556,-2.765,-1.780,
1,0.00,0.000,0,243.36,0.00,967446,0.000,0.000,0.000,
2,0.00,0.000,0,243.36,0.00,967446,0.000,0.000,0.000,
3,0.00,0.000,0,243.36,0.00,967446,0.000,0.000,0.000,
4,0.00,0.000,0,243.36,0.00,967446,0.000,0.000,0.000,
5,0.00,0.000,0,243.36,0.00,967446,0.000,0.000,0.000,
6,0.00,0.000,0,243.36,0.00,967446,0.000,0.000,0.000,
7,0.00,0.000,0,243.36,0.00,967446,0.000,0.000,0.000,
8,0.00,0.000,0,243.36,0.00,967446,0.000,0.000,0.000,
9,0.00,0.000,0,243.36,0.00,967446,0.000,0.000,0.000,
10,0.00,0.000,0,243.36,0.00,967446,0.000,0.000,0.000,
11,0.00,0.000,0,243.36,0.00,967446,0.000,0.000,0.000,
12,0.00,0.000,0,243.36,0.00,967446,0.000,0.000,0.000,
13,0.00,0.000,0,243.36,0.00,967446,0.000,0.000,0.000,
14,0.00,0.000,0,243.36,0.00,967446,0.000,0.000,0.000,
15,0.00,0.000,0,243.36,0.00,967446,0.000,0.000,0.000,
16,0.00,0.000,0,243.36,0.00,967446,0.000,0.000,0.000,
25,243.50,11.040,7,243.36,-9.00,967446,-9.758,-4.865,-1.727,
26,243.51,9.888,7,243.36,-10.00,967446,-8.715,-4.345,-1.717,
27,243.51,9.060,6,243.36,-11.00,967446,-7.960,-3.967,-1.729,
28,243.52,8.388,5,243.36,-12.00,967446,-7.343,-3.660,-1.744,
29,243.53,7.756,7,243.36,-13.00,967446,-6.764,-3.370,-1.745,
30,243.53,7.240,8,243.36,-14.00,967446,-6.289,-3.131,-1.752,
31,243.54,6.844,6,243.36,-15.00,967446,-5.918,-2.947,-1.771,
32,243.54,6.456,5,243.36,-16.00,967446,-5.556,-2.765,-1.780,
1,0.00,0.000,0,243.54,0.00,967446,0.000,0.000,0.000,
2,0.00,0.000,0,243.54,0.00,967446,0.000,0.000,0.000,
3,0.00,0.000,0,243.54,0.00,967446,0.000,0.000,0.000,
4,0.00,0.000,0,243.54,0.00,967446,0.000,0.000,0.000,
5,0.00,0.000,0,243.54,0.00,967446,0.000,0.000,0.000,
6,0.00,0.000,0,243.54,0.00,967446,0.000,0.000,0.000,
7,0.00,0.000,0,243.54,0.00,967446,0.000,0.000,0.000,
8,0.00,0.000,0,243.54,0.00,967446,0.000,0.000,0.000,
9,0.00,0.000,0,243.54,0.00,967446,0.000,0.000,0.000,
10,0.00,0.000,0,243.54,0.00,967446,0.000,0.000,0.000,
11,0.00,0.000,0,243.54,0.00,967446,0.000,0.000,0.000,
12,0.00,0.000,0,243.54,0.00,967446,0.000,0.000,0.000,
13,0.00,0.000,0,243.54,0.00,967446,0.000,0.000,0.000,
14,0.00,0.000,0,243.54,0.00,967446,0.000,0.000,0.000,
15,0.00,0.000,0,243.54,0.00,967446,0.000,0.000,0.000,
16,0.00,0.000,0,243.54,0.00,967446,0.000,0.000,0.000,
25,243.68,11.040,6,243.54,-9.00,967446,-9.774,-4.835,-1.727,
26,243.69,9.892,7,243.54,-10.00,967446,-8.732,-4.319,-1.718,
27,243.69,9.052,5,243.54,-11.00,967446,-7.965,-3.938,-1.727,
28,243.70,8.384,6,243.54,-12.00,967446,-7.351,-3.635,-1.743,
29,243.71,7.744,7,243.54,-13.00,967446,-6.764,-3.343,-1.742,
30,243.71,7.244,7,243.54,-14.00,967446,-6.302,-3.113,-1.752,
31,243.72,6.844,5,243.54,-15.00,967446,-5.927,-2.928,-1.771,
32,243.72,6.456,6,243.54,-16.00,967446,-5.564,-2.748,-1.780,
1,0.00,0.000,0,243.54,0.00,967446,0.000,0.000,0.000,
2,0.00,0.000,0,243.54,0.00,967446,0.000,0.000,0.000,
3,0.00,0.000,0,243.54,0.00,967446,0.000,0.000,0.000,
4,0.00,0.000,0,243.54,0.00,967446,0.000,0.000,0.000,
5,0.00,0.000,0,243.54,0.00,967446,0.000,0.000,0.000,
6,0.00,0.000,0,243.54,0.00,967446,0.000,0.000,0.000,
7,0.00,0.000,0,243.54,0.00,967446,0.000,0.000,0.000,
8,0.00,0.000,0,243.54,0.00,967446,0.000,0.000,0.000,
9,0.00,0.000,0,243.54,0.00,967446,0.000,0.000,0.000,
10,0.00,0.000,0,243.54,0.00,967446,0.000,0.000,0.000,
11,0.00,0.000,0,243.54,0.00,967446,0.000,0.000,0.000,
12,0.00,0.000,0,243.54,0.00,967446,0.000,0.000,0.000,
13,0.00,0.000,0,243.54,0.00,967446,0.000,0.000,0.000,
14,0.00,0.000,0,243.54,0.00,967446,0.000,0.000,0.000,
15,0.00,0.000,0,243.54,0.00,967446,0.000,0.000,0.000,
16,0.00,0.000,0,243.54,0.00,967446,0.000,0.000,0.000,
25,243.68,11.040,6,243.54,-9.00,967446,-9.774,-4.835,-1.727,
26,243.69,9.892,7,243.54,-10.00,967446,-8.732,-4.319,-1.718,
27,243.69,9.052,5,243.54,-11.00,967446,-7.965,-3.938,-1.727,
28,243.70,8.384,6,243.54,-12.00,967446,-7.351,-3.635,-1.743,
29,243.71,7.744,7,243.54,-13.00,967446,-6.764,-3.343,-1.742,
30,243.71,7.244,7,243.54,-14.00,967446,-6.302,-3.113,-1.752,
31,243.72,6.844,5,243.54,-15.00,967446,-5.927,-2.928,-1.771,
32,243.72,6.456,6,243.54,-16.00,967446,-5.564,-2.748,-1.780,
1,0.00,0.000,0,243.72,0.00,967446,0.000,0.000,0.000,
2,0.00,0.000,0,243.72,0.00,967446,0.000,0.000,0.000,
3,0.00,0.000,0,243.72,0.00,967446,0.000,0.000,0.000,
4,0.00,0.000,0,243.72,0.00,967446,0.000,0.000,0.000,
5,0.00,0.000,0,243.72,0.00,967446,0.000,0.000,0.000,
6,0.00,0.000,0,243.72,0.00,967446,0.000,0.000,0.000,
7,0.00,0.000,0,243.72,0.00,967446,0.000,0.000,0.000,
8,0.00,0.000,0,243.72,0.00,967446,0.000,0.000,0.000,
9,0.00,0.000,0,243.72,0.00,967446,0.000,0.000,0.000,
10,0.00,0.000,0,243.72,0.00,967446,0.000,0.000,0.000,
11,0.00,0.000,0,243.72,0.00,967446,0.000,0.000,0.000,
12,0.00,0.000,0,243.72,0.00,967446,0.000,0.000,0.000,
13,0.00,0.000,0,243.72,0.00,967446,0.000,0.000,0.000,
14,0.00,0.000,0,243.72,0.00,967446,0.000,0.000,0.000,
15,0.00,0.000,0,243.72,0.00,967446,0.000,0.000,0.000,
16,0.00,0.000,0,243.72,0.00,967446,0.000,0.000,0.000,
25,243.86,11.040,7,243.72,-9.00,967446,-9.789,-4.804,-1.727,
26,243.87,9.888,7,243.72,-10.00,967446,-8.742,-4.290,-1.717,
27,243.87,9.052,7,243.72,-11.00,967446,-7.978,-3.913,-1.727,
28,243.88,8.384,6,243.72,-12.00,967446,-7.363,-3.612,-1.743,
29,243.89,7.748,7,243.72,-13.00,967446,-6.778,-3.324,-1.743,
30,243.89,7.232,7,243.72,-14.00,967446,-6.301,-3.088,-1.750,
31,243.90,6.844,6,243.72,-15.00,967446,-5.936,-2.909,-1.771,
32,243.90,6.456,6,243.72,-16.00,967446,-5.573,-2.730,-1.780,
1,0.00,0.000,0,243.72,0.00,967446,0.000,0.000,0.000,
2,0.00,0.000,0,243.72,0.00,967446,0.000,0.000,0.000,
3,0.00,0.000,0,243.72,0.00,967446,0.000,0.000,0.000,
4,0.00,0.000,0,243.72,0.00,967446,0.000,0.000,0.000,
5,0.00,0.000,0,243.72,0.00,967446,0.000,0.000,0.000,
6,0.00,0.000,0,243.72,0.00,967446,0.000,0.000,0.000,
7,0.00,0.000,0,243.72,0.00,967446,0.000,0.000,0.000,
8,0.00,0.000,0,243.72,0.00,967446,0.000,0.000,0.000,
9,0.00,0.000,0,243.72,0.00,967446,0.000,0.000,0.000,
10,0.00,0.000,0,243.72,0.00,967446,0.000,0.000,0.000,
11,0.00,0.000,0,243.72,0.00,967446,0.000,0.000,0.000,
12,0.00,0.000,0,243.72,0.00,967446,0.000,0.000,0.000,
13,0.00,0.000,0,243.72,0.00,967446,0.000,0.000,0.000,
14,0.00,0.000,0,243.72,0.00,967446,0.000,0.000,0.000,
15,0.00,0.000,0,243.72,0.00,967446,0.000,0.000,0.000,
16,0.00,0.000,0,243.72,0.00,967446,0.000,0.000,0.000,
25,243.86,11.040,7,243.72,-9.00,967446,-9.789,-4.804,-1.727,
26,243.87,9.888,7,243.72,-10.00,967446,-8.742,-4.290,-1.717,
27,243.87,9.052,7,243.72,-11.00,967446,-7.978,-3.913,-1.727,
28,243.88,8.384,6,243.72,-12.00,967446,-7.363,-3.612,-1.743,
29,243.89,7.748,7,243.72,-13.00,967446,-6.778,-3.324,-1.743,
30,243.89,7.232,7,243.72,-14.00,967446,-6.301,-3.088,-1.750,
31,243.90,6.844,6,243.72,-15.00,967446,-5.936,-2.909,-1.771,
32,243.90,6.456,6,243.72,-16.00,967446,-5.573,-2.730,-1.780,
1,0.00,0.000,0,243.90,0.00,967446,0.000,0.000,0.000,
2,0.00,0.000,0,243.90,0.00,967446,0.000,0.000,0.000,
3,0.00,0.000,0,243.90,0.00,967446,0.000,0.000,0.000,
4,0.00,0.000,0,243.90,0.00,967446,0.000,0.000,0.000,
5,0.00,0.000,0,243.90,0.00,967446,0.000,0.000,0.000,
6,0.00,0.000,0,243.90,0.00,967446,0.000,0.000,0.000,
7,0.00,0.000,0,243.90,0.00,967446,0.000,0.000,0.000,
8,0.00,0.000,0,243.90,0.00,967446,0.000,0.000,0.000,
9,0.00,0.000,0,243.90,0.00,967446,0.000,0.000,0.000,
10,0.00,0.000,0,243.90,0.00,967446,0.000,0.000,0.000,
11,0.00,0.000,0,243.90,0.00,967446,0.000,0.000,0.000,
12,0.00,0.000,0,243.90,0.00,967446,0.000,0.000,0.000,
13,0.00,0.000,0,243.90,0.00,967446,0.000,0.000,0.000,
14,0.00,0.000,0,243.90,0.00,967446,0.000,0.000,0.000,
15,0.00,0.000,0,243.90,0.00,967446,0.000,0.000,0.000,
16,0.00,0.000,0,243.90,0.00,967446,0.000,0.000,0.000,
25,244.04,11.048,6,243.90,-9.00,967446,-9.811,-4.777,-1.728,
26,244.05,9.880,7,243.90,-10.00,967446,-8.748,-4.259,-1.716,
27,244.05,9.044,7,243.90,-11.00,967446,-7.983,-3.885,-1.726,
28,244.06,8.376,8,243.90,-12.00,967446,-7.367,-3.585,-1.741,
29,244.07,7.740,7,243.90,-13.00,967446,-6.782,-3.299,-1.741,
30,244.07,7.236,6,243.90,-14.00,967446,-6.314,-3.070,-1.751,
31,244.08,6.844,6,243.90,-15.00,967446,-5.945,-2.891,-1.771,
32,244.08,6.460,5,243.90,-16.00,967446,-5.585,-2.714,-1.781,
1,0.00,0.000,0,243.90,0.00,967446,0.000,0.000,0.000,
2,0.00,0.000,0,243.90,0.00,967446,0.000,0.000,0.000,
3,0.00,0.000,0,243.90,0.00,967446,0.000,0.000,0.000,
4,0.00,0.000,0,243.90,0.00,967446,0.000,0.000,0.000,
5,0.00,0.000,0,243.90,0.00,967446,0.000,0.000,0.000,
6,0.00,0.000,0,243.90,0.00,967446,0.000,0.000,0.000,
7,0.00,0.000,0,243.90,0.00,967446,0.000,0.000,0.000,
8,0.00,0.000,0,243.90,0.00,967446,0.000,0.000,0.000,
9,0.00,0.000,0,243.90,0.00,967446,0.000,0.000,0.000,
10,0.00,0.000,0,243.90,0.00,967446,0.000,0.000,0.000,
11,0.00,0.000,0,243.90,0.00,967446,0.000,0.000,0.000,
12,0.00,0.000,0,243.90,0.00,967446,0.000,0.000,0.000,
13,0.00,0.000,0,243.90,0.00,967446,0.000,0.000,0.000,
14,0.00,0.000,0,243.90,0.00,967446,0.000,0.000,0.000,
15,0.00,0.000,0,243.90,0.00,967446,0.000,0.000,0.000,
16,0.00,0.000,0,243.90,0.00,967446,0.000,0.000,0.000,
25,244.04,11.048,6,243.90,-9.00,967446,-9.811,-4.777,-1.728,
26,244.05,9.880,7,243.90,-10.00,967446,-8.748,-4.259,-1.716,
27,244.05,9.044,7,243.90,-11.00,967446,-7.983,-3.885,-1.726,
28,244.06,8.376,8,243.90,-12.00,967446,-7.367,-3.585,-1.741,
29,244.07,7.740,7,243.90,-13.00,967446,-6.782,-3.299,-1.741,
30,244.07,7.236,6,243.90,-14.00,967446,-6.314,-3.070,-1.751,
31,244.08,6.844,6,243.90,-15.00,967446,-5.945,-2.891,-1.771,
32,244.08,6.460,5,243.90,-16.00,967446,-5.585,-2.714,-1.781,
1,0.00,0.000,0,244.08,0.00,967648,0.000,0.000,0.000,
2,0.00,0.000,0,244.08,0.00,967648,0.000,0.000,0.000,
3,0.00,0.000,0,244.08,0.00,967648,0.000,0.000,0.000,
4,0.00,0.000,0,244.08,0.00,967648,0.000,0.000,0.000,
5,0.00,0.000,0,244.08,0.00,967648,0.000,0.000,0.000,
6,0.00,0.000,0,244.08,0.00,967648,0.000,0.000,0.000,
7,0.00,0.000,0,244.08,0.00,967648,0.000,0.000,0.000,
8,0.00,0.000,0,244.08,0.00,967648,0.000,0.000,0.000,
9,0.00,0.000,0,244.08,0.00,967648,0.000,0.000,0.000,
10,0.00,0.000,0,244.08,0.00,967648,0.000,0.000,0.000,
11,0.00,0.000,0,244.08,0.00,967648,0.000,0.000,0.000,
12,0.00,0.000,0,244.08,0.00,967648,0.000,0.000,0.000,
13,0.00,0.000,0,244.08,0.00,967648,0.000,0.000,0.000,
14,0.00,0.000,0,244.08,0.00,967648,0.000,0.000,0.000,
15,0.00,0.000,0,244.08,0.00,967648,0.000,0.000,0.000,
16,0.00,0.000,0,244.08,0.00,967648,0.000,0.000,0.000,
25,244.22,11.044,6,244.08,-9.00,967648,-9.822,-4.744,-1.728,
26,244.23,9.888,6,244.08,-10.00,967648,-8.769,-4.235,-1.717,
27,244.23,9.040,6,244.08,-11.00,967648,-7.991,-3.858,-1.725,
28,244.24,8.380,6,244.08,-12.00,967648,-7.382,-3.564,-1.742,
29,244.25,7.732,8,244.08,-13.00,967648,-6.785,-3.274,-1.739,
30,244.25,7.236,7,244.08,-14.00,967648,-6.324,-3.050,-1.751,
31,244.26,6.832,5,244.08,-15.00,967648,-5.944,-2.867,-1.768,
32,244.26,6.448,5,244.08,-16.00,967648,-5.583,-2.692,-1.777,
1,0.00,0.000,0,244.08,0.00,967648,0.000,0.000,0.000,
2,0.00,0.000,0,244.08,0.00,967648,0.000,0.000,0.000,
3,0.00,0.000,0,244.08,0.00,967648,0.000,0.000,0.000,
4,0.00,0.000,0,244.08,0.00,967648,0.000,0.000,0.000,
5,0.00,0.000,0,244.08,0.00,967648,0.000,0.000,0.000,
6,0.00,0.000,0,244.08,0.00,967648,0.000,0.000,0.000,
7,0.00,0.000,0,244.08,0.00,967648,0.000,0.000,0.000,
8,0.00,0.000,0,244.08,0.00,967648,0.000,0.000,0.000,
9,0.00,0.000,0,244.08,0.00,967648,0.000,0.000,0.000,
10,0.00,0.000,0,244.08,0.00,967648,0.000,0.000,0.000,
11,0.00,0.000,0,244.08,0.00,967648,0.000,0.000,0.000,
12,0.00,0.000,0,244.08,0.00,967648,0.000,0.000,0.000,
13,0.00,0.000,0,244.08,0.00,967648,0.000,0.000,0.000,
14,0.00,0.000,0,244.08,0.00,967648,0.000,0.000,0.000,
15,0.00,0.000,0,244.08,0.00,967648,0.000,0.000,0.000,
16,0.00,0.000,0,244.08,0.00,967648,0.000,0.000,0.000,
25,244.22,11.044,6,244.08,-9.00,967648,-9.822,-4.744,-1.728,
26,244.23,9.888,6,244.08,-10.00,967648,-8.769,-4.235,-1.717,
27,244.23,9.040,6,244.08,-11.00,967648,-7.991,-3.858,-1.725,
28,244.24,8.380,6,244.08,-12.00,967648,-7.382,-3.564,-1.742,
29,244.25,7.732,8,244.08,-13.00,967648,-6.785,-3.274,-1.739,
30,244.25,7.236,7,244.08,-14.00,967648,-6.324,-3.050,-1.751,
31,244.26,6.832,5,244.08,-15.00,967648,-5.944,-2.867,-1.768,
32,244.26,6.448,5,244.08,-16.00,967648,-5.583,-2.692,-1.777,
1,0.00,0.000,0,244.26,0.00,967648,0.000,0.000,0.000,
2,0.00,0.000,0,244.26,0.00,967648,0.000,0.000,0.000,
3,0.00,0.000,0,244.26,0.00,967648,0.000,0.000,0.000,
4,0.00,0.000,0,244.26,0.00,967648,0.000,0.000,0.000,
5,0.00,0.000,0,244.26,0.00,967648,0.000,0.000,0.000,
6,0.00,0.000,0,244.26,0.00,967648,0.000,0.000,0.000,
7,0.00,0.000,0,244.26,0.00,967648,0.000,0.000,0.000,
8,0.00,0.000,0,244.26,0.00,967648,0.000,0.000,0.000,
9,0.00,0.000,0,244.26,0.00,967648,0.000,0.000,0.000,
10,0.00,0.000,0,244.26,0.00,967648,0.000,0.000,0.000,
11,0.00,0.000,0,244.26,0.00,967648,0.000,0.000,0.000,
12,0.00,0.000,0,244.26,0.00,967648,0.000,0.000,0.000,
13,0.00,0.000,0,244.26,0.00,967648,0.000,0.000,0.000,
14,0.00,0.000,0,244.26,0.00,967648,0.000,0.000,0.000,
15,0.00,0.000,0,244.26,0.00,967648,0.000,0.000,0.000,
16,0.00,0.000,0,244.26,0.00,967648,0.000,0.000,0.000,
25,244.40,11.040,7,244.26,-9.00,967648,-9.834,-4.711,-1.727,
26,244.41,9.884,7,244.26,-10.00,967648,-8.778,-4.206,-1.716,
27,244.41,9.036,6,244.26,-11.00,967648,-8.000,-3.831,-1.724,
28,244.42,8.376,5,244.26,-12.00,967648,-7.389,-3.539,-1.741,
29,244.43,7.720,9,244.26,-13.00,967648,-6.785,-3.248,-1.737,
30,244.43,7.232,8,244.26,-14.00,967648,-6.330,-3.029,-1.750,
31,244.44,6.832,8,244.26,-15.00,967648,-5.953,-2.848,-1.768,
32,244.44,6.444,6,244.26,-16.00,967648,-5.588,-2.673,-1.776,
1,0.00,0.000,0,244.26,0.00,967648,0.000,0.000,0.000,
2,0.00,0.000,0,244.26,0.00,967648,0.000,0.000,0.000,
3,0.00,0.000,0,244.26,0.00,967648,0.000,0.000,0.000,
4,0.00,0.000,0,244.26,0.00,967648,0.000,0.000,0.000,
5,0.00,0.000,0,244.26,0.00,967648,0.000,0.000,0.000,
6,0.00,0.000,0,244.26,0.00,967648,0.000,0.000,0.000,
7,0.00,0.000,0,244.26,0.00,967648,0.000,0.000,0.000,
8,0.00,0.000,0,244.26,0.00,967648,0.000,0.000,0.000,
9,0.00,0.000,0,244.26,0.00,967648,0.000,0.000,0.000,
10,0.00,0.000,0,244.26,0.00,967648,0.000,0.000,0.000,
11,0.00,0.000,0,244.26,0.00,967648,0.000,0.000,0.000,
12,0.00,0.000,0,244.26,0.00,967648,0.000,0.000,0.000,
13,0.00,0.000,0,244.26,0.00,967648,0.000,0.000,0.000,
14,0.00,0.000,0,244.26,0.00,967648,0.000,0.000,0.000,
15,0.00,0.000,0,244.26,0.00,967648,0.000,0.000,0.000,
16,0.00,0.000,0,244.26,0.00,967648,0.000,0.000,0.000,
25,244.40,11.040,7,244.26,-9.00,967648,-9.834,-4.711,-1.727,
26,244.41,9.884,7,244.26,-10.00,967648,-8.778,-4.206,-1.716,
27,244.41,9.036,6,244.26,-11.00,967648,-8.000,-3.831,-1.724,
28,244.42,8.376,5,244.26,-12.00,967648,-7.389,-3.539,-1.741,
29,244.43,7.720,9,244.26,-13.00,967648,-6.785,-3.248,-1.737,
30,244.43,7.232,8,244.26,-14.00,967648,-6.330,-3.029,-1.750,
31,244.44,6.832,8,244.26,-15.00,967648,-5.953,-2.848,-1.768,
32,244.44,6.444,6,244.26,-16.00,967648,-5.588,-2.673,-1.776,
1,0.00,0.000,0,244.44,0.00,967648,0.000,0.000,0.000,
2,0.00,0.000,0,244.44,0.00,967648,0.000,0.000,0.000,
3,0.00,0.000,0,244.44,0.00,967648,0.000,0.000,0.000,
4,0.00,0.000,0,244.44,0.00,967648,0.000,0.000,0.000,
5,0.00,0.000,0,244.44,0.00,967648,0.000,0.000,0.000,
6,0.00,0.000,0,244.44,0.00,967648,0.000,0.000,0.000,
7,0.00,0.000,0,244.44,0.00,967648,0.000,0.000,0.000,
8,0.00,0.000,0,244.44,0.00,967648,0.000,0.000,0.000,
9,0.00,0.000,0,244.44,0.00,967648,0.000,0.000,0.000,
10,0.00,0.000,0,244.44,0.00,967648,0.000,0.000,0.000,
11,0.00,0.000,0,244.44,0.00,967648,0.000,0.000,0.000,
12,0.00,0.000,0,244.44,0.00,967648,0.000,0.000,0.000,
13,0.00,0.000,0,244.44,0.00,967648,0.000,0.000,0.000,
14,0.00,0.000,0,244.44,0.00,967648,0.000,0.000,0.000,
15,0.00,0.000,0,244.44,0.00,967648,0.000,0.000,0.000,
16,0.00,0.000,0,244.44,0.00,967648,0.000,0.000,0.000,
25,244.58,11.048,6,244.44,-9.00,967648,-9.856,-4.684,-1.728,
26,244.59,9.868,7,244.44,-10.00,967648,-8.777,-4.171,-1.714,
27,244.59,9.032,5,244.44,-11.00,967648,-8.008,-3.804,-1.723,
28,244.60,8.372,6,244.44,-12.00,967648,-7.397,-3.514,-1.741,
29,244.61,7.728,8,244.44,-13.00,967648,-6.802,-3.230,-1.738,
30,244.61,7.228,6,244.44,-14.00,967648,-6.336,-3.007,-1.749,
31,244.62,6.828,6,244.44,-15.00,967648,-5.958,-2.828,-1.767,
32,244.62,6.456,7,244.44,-16.00,967648,-5.607,-2.660,-1.780,
1,0.00,0.000,0,244.44,0.00,967648,0.000,0.000,0.000,
2,0.00,0.000,0,244.44,0.00,967648,0.000,0.000,0.000,
3,0.00,0.000,0,244.44,0.00,967648,0.000,0.000,0.000,
4,0.00,0.000,0,244.44,0.00,967648,0.000,0.000,0.000,
