Ch,AziCorr(deg),Dist(m),Rfl,Azi(deg),Ele(deg),t(us),x(m),y(m),z(m),
24,256.10,9.900,0,255.96,-8.00,970897,-9.516,-2.357,-1.378,
25,256.10,10.780,6,255.96,-9.00,970897,-10.335,-2.558,-1.686,
26,256.11,9.688,7,255.96,-10.00,970897,-9.261,-2.292,-1.682,
27,256.11,8.864,6,255.96,-11.00,970897,-8.447,-2.089,-1.691,
28,256.12,8.200,5,255.96,-12.00,970897,-7.786,-1.925,-1.705,
29,256.12,7.584,10,255.96,-13.00,970897,-7.174,-1.773,-1.706,
30,256.13,7.116,9,255.96,-14.00,970897,-6.703,-1.655,-1.722,
31,256.14,6.720,7,255.96,-15.00,970897,-6.302,-1.556,-1.739,
32,256.14,6.368,7,255.96,-16.00,970897,-5.943,-1.466,-1.755,
1,0.00,0.000,0,256.14,0.00,970897,0.000,0.000,0.000,
2,0.00,0.000,0,256.14,0.00,970897,0.000,0.000,0.000,
3,0.00,0.000,0,256.14,0.00,970897,0.000,0.000,0.000,
4,0.00,0.000,0,256.14,0.00,970897,0.000,0.000,0.000,
5,0.00,0.000,0,256.14,0.00,970897,0.000,0.000,0.000,
6,0.00,0.000,0,256.14,0.00,970897,0.000,0.000,0.000,
7,0.00,0.000,0,256.14,0.00,970897,0.000,0.000,0.000,
8,0.00,0.000,0,256.14,0.00,970897,0.000,0.000,0.000,
9,0.00,0.000,0,256.14,0.00,970897,0.000,0.000,0.000,
10,0.00,0.000,0,256.14,0.00,970897,0.000,0.000,0.000,
11,0.00,0.000,0,256.14,0.00,970897,0.000,0.000,0.000,
12,0.00,0.000,0,256.14,0.00,970897,0.000,0.000,0.000,
13,0.00,0.000,0,256.14,0.00,970897,0.000,0.000,0.000,
14,0.00,0.000,0,256.14,0.00,970897,0.000,0.000,0.000,
17,0.00,0.000,0,256.14,0.00,970897,0.000,0.000,0.000,
19,0.00,0.000,0,256.14,0.00,970897,0.000,0.000,0.000,
20,256.26,12.304,3,256.14,-4.00,970897,-11.922,-2.917,-0.858,
21,256.26,11.920,44,256.14,-5.00,970897,-11.535,-2.820,-1.039,
22,256.27,11.836,21,256.14,-6.00,970897,-11.434,-2.796,-1.237,
23,256.27,11.884,8,256.14,-7.00,970897,-11.458,-2.800,-1.448,
24,256.28,12.068,10,256.14,-8.00,970897,-11.609,-2.836,-1.680,
25,256.28,10.776,6,256.14,-9.00,970897,-10.340,-2.524,-1.686,
26,256.29,9.672,7,256.14,-10.00,970897,-9.253,-2.259,-1.680,
27,256.29,8.868,8,256.14,-11.00,970897,-8.457,-2.063,-1.692,
28,256.30,8.212,6,256.14,-12.00,970897,-7.804,-1.904,-1.707,
29,256.30,7.600,8,256.14,-13.00,970897,-7.195,-1.754,-1.710,
30,256.31,7.104,7,256.14,-14.00,970897,-6.697,-1.631,-1.719,
31,256.32,6.716,6,256.14,-15.00,970897,-6.303,-1.535,-1.738,
32,256.32,6.368,7,256.14,-16.00,970897,-5.948,-1.448,-1.755,
1,0.00,0.000,0,256.14,0.00,970897,0.000,0.000,0.000,
2,0.00,0.000,0,256.14,0.00,970897,0.000,0.000,0.000,
3,0.00,0.000,0,256.14,0.00,970897,0.000,0.000,0.000,
4,0.00,0.000,0,256.14,0.00,970897,0.000,0.000,0.000,
5,0.00,0.000,0,256.14,0.00,970897,0.000,0.000,0.000,
6,0.00,0.000,0,256.14,0.00,970897,0.000,0.000,0.000,
7,0.00,0.000,0,256.14,0.00,970897,0.000,0.000,0.000,
8,0.00,0.000,0,256.14,0.00,970897,0.000,0.000,0.000,
9,0.00,0.000,0,256.14,0.00,970897,0.000,0.000,0.000,
10,0.00,0.000,0,256.14,0.00,970897,0.000,0.000,0.000,
11,0.00,0.000,0,256.14,0.00,970897,0.000,0.000,0.000,
12,0.00,0.000,0,256.14,0.00,970897,0.000,0.000,0.000,
13,0.00,0.000,0,256.14,0.00,970897,0.000,0.000,0.000,
14,0.00,0.000,0,256.14,0.00,970897,0.000,0.000,0.000,
17,0.00,0.000,0,256.14,0.00,970897,0.000,0.000,0.000,
19,0.00,0.000,0,256.14,0.00,970897,0.000,0.000,0.000,
20,256.26,12.304,3,256.14,-4.00,970897,-11.922,-2.917,-0.858,
21,256.26,11.920,44,256.14,-5.00,970897,-11.535,-2.820,-1.039,
22,256.27,11.836,21,256.14,-6.00,970897,-11.434,-2.796,-1.237,
23,256.27,11.884,8,256.14,-7.00,970897,-11.458,-2.800,-1.448,
24,256.28,12.068,10,256.14,-8.00,970897,-11.609,-2.836,-1.680,
25,256.28,10.776,6,256.14,-9.00,970897,-10.340,-2.524,-1.686,
26,256.29,9.672,7,256.14,-10.00,970897,-9.253,-2.259,-1.680,
27,256.29,8.868,8,256.14,-11.00,970897,-8.457,-2.063,-1.692,
28,256.30,8.212,6,256.14,-12.00,970897,-7.804,-1.904,-1.707,
29,256.30,7.600,8,256.14,-13.00,970897,-7.195,-1.754,-1.710,
30,256.31,7.104,7,256.14,-14.00,970897,-6.697,-1.631,-1.719,
31,256.32,6.716,6,256.14,-15.00,970897,-6.303,-1.535,-1.738,
32,256.32,6.368,7,256.14,-16.00,970897,-5.948,-1.448,-1.755,
1,0.00,0.000,0,256.32,0.00,971099,0.000,0.000,0.000,
2,0.00,0.000,0,256.32,0.00,971099,0.000,0.000,0.000,
3,0.00,0.000,0,256.32,0.00,971099,0.000,0.000,0.000,
4,0.00,0.000,0,256.32,0.00,971099,0.000,0.000,0.000,
5,0.00,0.000,0,256.32,0.00,971099,0.000,0.000,0.000,
6,0.00,0.000,0,256.32,0.00,971099,0.000,0.000,0.000,
7,0.00,0.000,0,256.32,0.00,971099,0.000,0.000,0.000,
8,0.00,0.000,0,256.32,0.00,971099,0.000,0.000,0.000,
9,0.00,0.000,0,256.32,0.00,971099,0.000,0.000,0.000,
10,0.00,0.000,0,256.32,0.00,971099,0.000,0.000,0.000,
11,0.00,0.000,0,256.32,0.00,971099,0.000,0.000,0.000,
12,0.00,0.000,0,256.32,0.00,971099,0.000,0.000,0.000,
13,0.00,0.000,0,256.32,0.00,971099,0.000,0.000,0.000,
14,0.00,0.000,0,256.32,0.00,971099,0.000,0.000,0.000,
17,0.00,0.000,0,256.32,0.00,971099,0.000,0.000,0.000,
18,256.43,16.172,1,256.32,-2.00,971099,-15.710,-3.795,-0.564,
19,256.43,16.196,0,256.32,-3.00,971099,-15.722,-3.795,-0.848,
20,256.44,12.388,3,256.32,-4.00,971099,-12.013,-2.900,-0.864,
21,256.44,11.932,29,256.32,-5.00,971099,-11.555,-2.787,-1.040,
22,256.45,11.844,13,256.32,-6.00,971099,-11.451,-2.762,-1.238,
23,256.45,11.876,6,256.32,-7.00,971099,-11.459,-2.762,-1.447,
24,256.46,12.068,10,256.32,-8.00,971099,-11.618,-2.800,-1.680,
25,256.46,10.780,6,256.32,-9.00,971099,-10.351,-2.493,-1.686,
26,256.47,9.672,8,256.32,-10.00,971099,-9.260,-2.230,-1.680,
27,256.47,8.856,7,256.32,-11.00,971099,-8.452,-2.034,-1.690,
28,256.48,8.192,7,256.32,-12.00,971099,-7.791,-1.875,-1.703,
29,256.48,7.596,8,256.32,-13.00,971099,-7.196,-1.730,-1.709,
30,256.49,7.112,7,256.32,-14.00,971099,-6.710,-1.612,-1.721,
31,256.50,6.720,7,256.32,-15.00,971099,-6.311,-1.516,-1.739,
32,256.50,6.364,6,256.32,-16.00,971099,-5.948,-1.428,-1.754,
1,0.00,0.000,0,256.32,0.00,971099,0.000,0.000,0.000,
2,0.00,0.000,0,256.32,0.00,971099,0.000,0.000,0.000,
3,0.00,0.000,0,256.32,0.00,971099,0.000,0.000,0.000,
4,0.00,0.000,0,256.32,0.00,971099,0.000,0.000,0.000,
5,0.00,0.000,0,256.32,0.00,971099,0.000,0.000,0.000,
6,0.00,0.000,0,256.32,0.00,971099,0.000,0.000,0.000,
7,0.00,0.000,0,256.32,0.00,971099,0.000,0.000,0.000,
8,0.00,0.000,0,256.32,0.00,971099,0.000,0.000,0.000,
9,0.00,0.000,0,256.32,0.00,971099,0.000,0.000,0.000,
10,0.00,0.000,0,256.32,0.00,971099,0.000,0.000,0.000,
11,0.00,0.000,0,256.32,0.00,971099,0.000,0.000,0.000,
12,0.00,0.000,0,256.32,0.00,971099,0.000,0.000,0.000,
13,0.00,0.000,0,256.32,0.00,971099,0.000,0.000,0.000,
14,0.00,0.000,0,256.32,0.00,971099,0.000,0.000,0.000,
17,0.00,0.000,0,256.32,0.00,971099,0.000,0.000,0.000,
18,256.43,16.172,1,256.32,-2.00,971099,-15.710,-3.795,-0.564,
19,256.43,16.196,0,256.32,-3.00,971099,-15.722,-3.795,-0.848,
20,256.44,12.388,3,256.32,-4.00,971099,-12.013,-2.900,-0.864,
21,256.44,11.932,29,256.32,-5.00,971099,-11.555,-2.787,-1.040,
22,256.45,11.844,13,256.32,-6.00,971099,-11.451,-2.762,-1.238,
23,256.45,11.876,6,256.32,-7.00,971099,-11.459,-2.762,-1.447,
24,256.46,12.068,10,256.32,-8.00,971099,-11.618,-2.800,-1.680,
25,256.46,10.780,6,256.32,-9.00,971099,-10.351,-2.493,-1.686,
26,256.47,9.672,8,256.32,-10.00,971099,-9.260,-2.230,-1.680,
27,256.47,8.856,7,256.32,-11.00,971099,-8.452,-2.034,-1.690,
28,256.48,8.192,7,256.32,-12.00,971099,-7.791,-1.875,-1.703,
29,256.48,7.596,8,256.32,-13.00,971099,-7.196,-1.730,-1.709,
30,256.49,7.112,7,256.32,-14.00,971099,-6.710,-1.612,-1.721,
31,256.50,6.720,7,256.32,-15.00,971099,-6.311,-1.516,-1.739,
32,256.50,6.364,6,256.32,-16.00,971099,-5.948,-1.428,-1.754,
1,0.00,0.000,0,256.50,0.00,971099,0.000,0.000,0.000,
2,0.00,0.000,0,256.50,0.00,971099,0.000,0.000,0.000,
3,0.00,0.000,0,256.50,0.00,971099,0.000,0.000,0.000,
4,0.00,0.000,0,256.50,0.00,971099,0.000,0.000,0.000,
5,0.00,0.000,0,256.50,0.00,971099,0.000,0.000,0.000,
6,0.00,0.000,0,256.50,0.00,971099,0.000,0.000,0.000,
7,0.00,0.000,0,256.50,0.00,971099,0.000,0.000,0.000,
8,0.00,0.000,0,256.50,0.00,971099,0.000,0.000,0.000,
9,0.00,0.000,0,256.50,0.00,971099,0.000,0.000,0.000,
10,0.00,0.000,0,256.50,0.00,971099,0.000,0.000,0.000,
11,0.00,0.000,0,256.50,0.00,971099,0.000,0.000,0.000,
12,0.00,0.000,0,256.50,0.00,971099,0.000,0.000,0.000,
13,0.00,0.000,0,256.50,0.00,971099,0.000,0.000,0.000,
14,0.00,0.000,0,256.50,0.00,971099,0.000,0.000,0.000,
17,0.00,0.000,0,256.50,0.00,971099,0.000,0.000,0.000,
19,256.61,16.208,0,256.50,-3.00,971099,-15.746,-3.748,-0.848,
20,256.62,12.476,5,256.50,-4.00,971099,-12.107,-2.882,-0.870,
21,256.62,11.944,32,256.50,-5.00,971099,-11.576,-2.753,-1.041,
22,256.63,11.848,5,256.50,-6.00,971099,-11.463,-2.727,-1.238,
23,256.63,11.896,3,256.50,-7.00,971099,-11.487,-2.730,-1.450,
24,256.64,12.068,10,256.50,-8.00,971099,-11.627,-2.763,-1.680,
25,256.64,10.772,6,256.50,-9.00,971099,-10.351,-2.458,-1.685,
26,256.65,9.680,7,256.50,-10.00,971099,-9.275,-2.203,-1.681,
27,256.65,8.860,7,256.50,-11.00,971099,-8.462,-2.008,-1.691,
28,256.66,8.200,6,256.50,-12.00,971099,-7.804,-1.852,-1.705,
29,256.66,7.588,9,256.50,-13.00,971099,-7.194,-1.706,-1.707,
30,256.67,7.104,7,256.50,-14.00,971099,-6.707,-1.589,-1.719,
31,256.68,6.720,8,256.50,-15.00,971099,-6.316,-1.497,-1.739,
32,256.68,6.360,7,256.50,-16.00,971099,-5.949,-1.409,-1.753,
1,0.00,0.000,0,256.50,0.00,971099,0.000,0.000,0.000,
2,0.00,0.000,0,256.50,0.00,971099,0.000,0.000,0.000,
3,0.00,0.000,0,256.50,0.00,971099,0.000,0.000,0.000,
4,0.00,0.000,0,256.50,0.00,971099,0.000,0.000,0.000,
5,0.00,0.000,0,256.50,0.00,971099,0.000,0.000,0.000,
6,0.00,0.000,0,256.50,0.00,971099,0.000,0.000,0.000,
7,0.00,0.000,0,256.50,0.00,971099,0.000,0.000,0.000,
8,0.00,0.000,0,256.50,0.00,971099,0.000,0.000,0.000,
9,0.00,0.000,0,256.50,0.00,971099,0.000,0.000,0.000,
10,0.00,0.000,0,256.50,0.00,971099,0.000,0.000,0.000,
11,0.00,0.000,0,256.50,0.00,971099,0.000,0.000,0.000,
12,0.00,0.000,0,256.50,0.00,971099,0.000,0.000,0.000,
13,0.00,0.000,0,256.50,0.00,971099,0.000,0.000,0.000,
14,0.00,0.000,0,256.50,0.00,971099,0.000,0.000,0.000,
17,0.00,0.000,0,256.50,0.00,971099,0.000,0.000,0.000,
19,256.61,16.208,0,256.50,-3.00,971099,-15.746,-3.748,-0.848,
20,256.62,12.476,5,256.50,-4.00,971099,-12.107,-2.882,-0.870,
21,256.62,11.944,32,256.50,-5.00,971099,-11.576,-2.753,-1.041,
22,256.63,11.848,5,256.50,-6.00,971099,-11.463,-2.727,-1.238,
23,256.63,11.896,3,256.50,-7.00,971099,-11.487,-2.730,-1.450,
24,256.64,12.068,10,256.50,-8.00,971099,-11.627,-2.763,-1.680,
25,256.64,10.772,6,256.50,-9.00,971099,-10.351,-2.458,-1.685,
26,256.65,9.680,7,256.50,-10.00,971099,-9.275,-2.203,-1.681,
27,256.65,8.860,7,256.50,-11.00,971099,-8.462,-2.008,-1.691,
28,256.66,8.200,6,256.50,-12.00,971099,-7.804,-1.852,-1.705,
29,256.66,7.588,9,256.50,-13.00,971099,-7.194,-1.706,-1.707,
30,256.67,7.104,7,256.50,-14.00,971099,-6.707,-1.589,-1.719,
31,256.68,6.720,8,256.50,-15.00,971099,-6.316,-1.497,-1.739,
32,256.68,6.360,7,256.50,-16.00,971099,-5.949,-1.409,-1.753,
1,0.00,0.000,0,256.68,0.00,971099,0.000,0.000,0.000,
2,0.00,0.000,0,256.68,0.00,971099,0.000,0.000,0.000,
3,0.00,0.000,0,256.68,0.00,971099,0.000,0.000,0.000,
4,0.00,0.000,0,256.68,0.00,971099,0.000,0.000,0.000,
5,0.00,0.000,0,256.68,0.00,971099,0.000,0.000,0.000,
6,0.00,0.000,0,256.68,0.00,971099,0.000,0.000,0.000,
7,0.00,0.000,0,256.68,0.00,971099,0.000,0.000,0.000,
8,0.00,0.000,0,256.68,0.00,971099,0.000,0.000,0.000,
9,0.00,0.000,0,256.68,0.00,971099,0.000,0.000,0.000,
10,0.00,0.000,0,256.68,0.00,971099,0.000,0.000,0.000,
11,0.00,0.000,0,256.68,0.00,971099,0.000,0.000,0.000,
12,0.00,0.000,0,256.68,0.00,971099,0.000,0.000,0.000,
13,0.00,0.000,0,256.68,0.00,971099,0.000,0.000,0.000,
14,0.00,0.000,0,256.68,0.00,971099,0.000,0.000,0.000,
17,0.00,0.000,0,256.68,0.00,971099,0.000,0.000,0.000,
18,0.00,0.000,0,256.68,0.00,971099,0.000,0.000,0.000,
19,0.00,0.000,0,256.68,0.00,971099,0.000,0.000,0.000,
20,256.80,12.608,7,256.68,-4.00,971099,-12.244,-2.874,-0.879,
21,256.80,12.052,32,256.68,-5.00,971099,-11.689,-2.742,-1.050,
22,256.81,11.872,2,256.68,-6.00,971099,-11.495,-2.696,-1.241,
23,256.81,11.956,1,256.68,-7.00,971099,-11.554,-2.708,-1.457,
24,256.82,12.064,10,256.68,-8.00,971099,-11.631,-2.726,-1.679,
25,256.82,10.768,6,256.68,-9.00,971099,-10.355,-2.425,-1.684,
26,256.83,9.672,7,256.68,-10.00,971099,-9.274,-2.172,-1.680,
27,256.83,8.848,6,256.68,-11.00,971099,-8.457,-1.979,-1.688,
28,256.84,8.196,7,256.68,-12.00,971099,-7.806,-1.827,-1.704,
29,256.84,7.584,11,256.68,-13.00,971099,-7.196,-1.682,-1.706,
30,256.85,7.104,9,256.68,-14.00,971099,-6.712,-1.568,-1.719,
31,256.86,6.712,10,256.68,-15.00,971099,-6.313,-1.475,-1.737,
32,256.86,6.360,6,256.68,-16.00,971099,-5.954,-1.390,-1.753,
1,0.00,0.000,0,256.68,0.00,971099,0.000,0.000,0.000,
2,0.00,0.000,0,256.68,0.00,971099,0.000,0.000,0.000,
3,0.00,0.000,0,256.68,0.00,971099,0.000,0.000,0.000,
4,0.00,0.000,0,256.68,0.00,971099,0.000,0.000,0.000,
5,0.00,0.000,0,256.68,0.00,971099,0.000,0.000,0.000,
6,0.00,0.000,0,256.68,0.00,971099,0.000,0.000,0.000,
7,0.00,0.000,0,256.68,0.00,971099,0.000,0.000,0.000,
8,0.00,0.000,0,256.68,0.00,971099,0.000,0.000,0.000,
9,0.00,0.000,0,256.68,0.00,971099,0.000,0.000,0.000,
10,0.00,0.000,0,256.68,0.00,971099,0.000,0.000,0.000,
11,0.00,0.000,0,256.68,0.00,971099,0.000,0.000,0.000,
12,0.00,0.000,0,256.68,0.00,971099,0.000,0.000,0.000,
13,0.00,0.000,0,256.68,0.00,971099,0.000,0.000,0.000,
14,0.00,0.000,0,256.68,0.00,971099,0.000,0.000,0.000,
17,0.00,0.000,0,256.68,0.00,971099,0.000,0.000,0.000,
18,0.00,0.000,0,256.68,0.00,971099,0.000,0.000,0.000,
19,0.00,0.000,0,256.68,0.00,971099,0.000,0.000,0.000,
20,256.80,12.608,7,256.68,-4.00,971099,-12.244,-2.874,-0.879,
21,256.80,12.052,32,256.68,-5.00,971099,-11.689,-2.742,-1.050,
22,256.81,11.872,2,256.68,-6.00,971099,-11.495,-2.696,-1.241,
23,256.81,11.956,1,256.68,-7.00,971099,-11.554,-2.708,-1.457,
24,256.82,12.064,10,256.68,-8.00,971099,-11.631,-2.726,-1.679,
25,256.82,10.768,6,256.68,-9.00,971099,-10.355,-2.425,-1.684,
26,256.83,9.672,7,256.68,-10.00,971099,-9.274,-2.172,-1.680,
27,256.83,8.848,6,256.68,-11.00,971099,-8.457,-1.979,-1.688,
28,256.84,8.196,7,256.68,-12.00,971099,-7.806,-1.827,-1.704,
29,256.84,7.584,11,256.68,-13.00,971099,-7.196,-1.682,-1.706,
30,256.85,7.104,9,256.68,-14.00,971099,-6.712,-1.568,-1.719,
31,256.86,6.712,10,256.68,-15.00,971099,-6.313,-1.475,-1.737,
32,256.86,6.360,6,256.68,-16.00,971099,-5.954,-1.390,-1.753,
1,0.00,0.000,0,256.86,0.00,971099,0.000,0.000,0.000,
2,0.00,0.000,0,256.86,0.00,971099,0.000,0.000,0.000,
3,0.00,0.000,0,256.86,0.00,971099,0.000,0.000,0.000,
4,0.00,0.000,0,256.86,0.00,971099,0.000,0.000,0.000,
5,0.00,0.000,0,256.86,0.00,971099,0.000,0.000,0.000,
6,0.00,0.000,0,256.86,0.00,971099,0.000,0.000,0.000,
7,0.00,0.000,0,256.86,0.00,971099,0.000,0.000,0.000,
8,0.00,0.000,0,256.86,0.00,971099,0.000,0.000,0.000,
9,0.00,0.000,0,256.86,0.00,971099,0.000,0.000,0.000,
10,0.00,0.000,0,256.86,0.00,971099,0.000,0.000,0.000,
11,0.00,0.000,0,256.86,0.00,971099,0.000,0.000,0.000,
12,0.00,0.000,0,256.86,0.00,971099,0.000,0.000,0.000,
13,0.00,0.000,0,256.86,0.00,971099,0.000,0.000,0.000,
14,0.00,0.000,0,256.86,0.00,971099,0.000,0.000,0.000,
17,0.00,0.000,0,256.86,0.00,971099,0.000,0.000,0.000,
18,256.97,16.192,1,256.86,-2.00,971099,-15.765,-3.651,-0.565,
19,256.97,16.208,1,256.86,-3.00,971099,-15.769,-3.649,-0.848,
20,256.98,16.244,0,256.86,-4.00,971099,-15.787,-3.653,-1.133,
21,256.98,12.076,21,256.86,-5.00,971099,-11.721,-2.710,-1.052,
22,256.99,11.908,0,256.86,-6.00,971099,-11.538,-2.668,-1.245,
23,256.99,11.992,2,256.86,-7.00,971099,-11.597,-2.680,-1.461,
24,257.00,12.056,9,256.86,-8.00,971099,-11.632,-2.688,-1.678,
25,257.00,10.772,7,256.86,-9.00,971099,-10.367,-2.393,-1.685,
26,257.01,9.668,7,256.86,-10.00,971099,-9.277,-2.142,-1.679,
27,257.01,8.852,6,256.86,-11.00,971099,-8.467,-1.953,-1.689,
28,257.02,8.196,7,256.86,-12.00,971099,-7.812,-1.802,-1.704,
29,257.02,7.580,8,256.86,-13.00,971099,-7.197,-1.659,-1.705,
30,257.03,7.108,7,256.86,-14.00,971099,-6.721,-1.548,-1.720,
31,257.04,6.720,7,256.86,-15.00,971099,-6.325,-1.457,-1.739,
32,257.04,6.360,6,256.86,-16.00,971099,-5.958,-1.371,-1.753,
1,0.00,0.000,0,256.86,0.00,971099,0.000,0.000,0.000,
2,0.00,0.000,0,256.86,0.00,971099,0.000,0.000,0.000,
3,0.00,0.000,0,256.86,0.00,971099,0.000,0.000,0.000,
4,0.00,0.000,0,256.86,0.00,971099,0.000,0.000,0.000,
5,0.00,0.000,0,256.86,0.00,971099,0.000,0.000,0.000,
6,0.00,0.000,0,256.86,0.00,971099,0.000,0.000,0.000,
7,0.00,0.000,0,256.86,0.00,971099,0.000,0.000,0.000,
8,0.00,0.000,0,256.86,0.00,971099,0.000,0.000,0.000,
9,0.00,0.000,0,256.86,0.00,971099,0.000,0.000,0.000,
10,0.00,0.000,0,256.86,0.00,971099,0.000,0.000,0.000,
11,0.00,0.000,0,256.86,0.00,971099,0.000,0.000,0.000,
12,0.00,0.000,0,256.86,0.00,971099,0.000,0.000,0.000,
13,0.00,0.000,0,256.86,0.00,971099,0.000,0.000,0.000,
14,0.00,0.000,0,256.86,0.00,971099,0.000,0.000,0.000,
17,0.00,0.000,0,256.86,0.00,971099,0.000,0.000,0.000,
18,256.97,16.192,1,256.86,-2.00,971099,-15.765,-3.651,-0.565,
19,256.97,16.208,1,256.86,-3.00,971099,-15.769,-3.649,-0.848,
20,256.98,12.720,4,256.86,-4.00,971099,-12.362,-2.861,-0.887,
21,256.98,12.076,21,256.86,-5.00,971099,-11.721,-2.710,-1.052,
22,256.99,11.908,0,256.86,-6.00,971099,-11.538,-2.668,-1.245,
23,256.99,11.992,2,256.86,-7.00,971099,-11.597,-2.680,-1.461,
24,257.00,12.056,9,256.86,-8.00,971099,-11.632,-2.688,-1.678,
25,257.00,10.772,7,256.86,-9.00,971099,-10.367,-2.393,-1.685,
26,257.01,9.668,7,256.86,-10.00,971099,-9.277,-2.142,-1.679,
27,257.01,8.852,6,256.86,-11.00,971099,-8.467,-1.953,-1.689,
28,257.02,8.196,7,256.86,-12.00,971099,-7.812,-1.802,-1.704,
29,257.02,7.580,8,256.86,-13.00,971099,-7.197,-1.659,-1.705,
30,257.03,7.108,7,256.86,-14.00,971099,-6.721,-1.548,-1.720,
31,257.04,6.720,7,256.86,-15.00,971099,-6.325,-1.457,-1.739,
32,257.04,6.360,6,256.86,-16.00,971099,-5.958,-1.371,-1.753,
1,0.00,0.000,0,257.04,0.00,971299,0.000,0.000,0.000,
2,0.00,0.000,0,257.04,0.00,971299,0.000,0.000,0.000,
3,0.00,0.000,0,257.04,0.00,971299,0.000,0.000,0.000,
4,0.00,0.000,0,257.04,0.00,971299,0.000,0.000,0.000,
5,0.00,0.000,0,257.04,0.00,971299,0.000,0.000,0.000,
6,0.00,0.000,0,257.04,0.00,971299,0.000,0.000,0.000,
7,0.00,0.000,0,257.04,0.00,971299,0.000,0.000,0.000,
8,0.00,0.000,0,257.04,0.00,971299,0.000,0.000,0.000,
9,0.00,0.000,0,257.04,0.00,971299,0.000,0.000,0.000,
10,0.00,0.000,0,257.04,0.00,971299,0.000,0.000,0.000,
11,0.00,0.000,0,257.04,0.00,971299,0.000,0.000,0.000,
12,0.00,0.000,0,257.04,0.00,971299,0.000,0.000,0.000,
13,0.00,0.000,0,257.04,0.00,971299,0.000,0.000,0.000,
14,0.00,0.000,0,257.04,0.00,971299,0.000,0.000,0.000,
17,0.00,0.000,0,257.04,0.00,971299,0.000,0.000,0.000,
18,0.00,0.000,0,257.04,0.00,971299,0.000,0.000,0.000,
19,0.00,0.000,0,257.04,0.00,971299,0.000,0.000,0.000,
20,0.00,0.000,0,257.04,0.00,971299,0.000,0.000,0.000,
21,257.16,12.184,12,257.04,-5.00,971299,-11.834,-2.697,-1.062,
22,257.17,11.948,0,257.04,-6.00,971299,-11.585,-2.641,-1.249,
23,257.17,12.052,2,257.04,-7.00,971299,-11.664,-2.656,-1.469,
24,257.18,12.052,9,257.04,-8.00,971299,-11.637,-2.650,-1.677,
25,257.18,10.756,6,257.04,-9.00,971299,-10.359,-2.357,-1.683,
26,257.19,9.668,7,257.04,-10.00,971299,-9.284,-2.113,-1.679,
27,257.19,8.856,7,257.04,-11.00,971299,-8.477,-1.927,-1.690,
28,257.20,8.192,7,257.04,-12.00,971299,-7.814,-1.777,-1.703,
29,257.20,7.572,10,257.04,-13.00,971299,-7.195,-1.635,-1.703,
30,257.21,7.104,6,257.04,-14.00,971299,-6.722,-1.526,-1.719,
31,257.22,6.716,9,257.04,-15.00,971299,-6.326,-1.436,-1.738,
32,257.22,6.356,6,257.04,-16.00,971299,-5.958,-1.352,-1.752,
1,0.00,0.000,0,257.04,0.00,971299,0.000,0.000,0.000,
2,0.00,0.000,0,257.04,0.00,971299,0.000,0.000,0.000,
3,0.00,0.000,0,257.04,0.00,971299,0.000,0.000,0.000,
4,0.00,0.000,0,257.04,0.00,971299,0.000,0.000,0.000,
5,0.00,0.000,0,257.04,0.00,971299,0.000,0.000,0.000,
6,0.00,0.000,0,257.04,0.00,971299,0.000,0.000,0.000,
7,0.00,0.000,0,257.04,0.00,971299,0.000,0.000,0.000,
8,0.00,0.000,0,257.04,0.00,971299,0.000,0.000,0.000,
9,0.00,0.000,0,257.04,0.00,971299,0.000,0.000,0.000,
10,0.00,0.000,0,257.04,0.00,971299,0.000,0.000,0.000,
11,0.00,0.000,0,257.04,0.00,971299,0.000,0.000,0.000,
12,0.00,0.000,0,257.04,0.00,971299,0.000,0.000,0.000,
13,0.00,0.000,0,257.04,0.00,971299,0.000,0.000,0.000,
14,0.00,0.000,0,257.04,0.00,971299,0.000,0.000,0.000,
17,0.00,0.000,0,257.04,0.00,971299,0.000,0.000,0.000,
18,0.00,0.000,0,257.04,0.00,971299,0.000,0.000,0.000,
19,0.00,0.000,0,257.04,0.00,971299,0.000,0.000,0.000,
20,0.00,0.000,0,257.04,0.00,971299,0.000,0.000,0.000,
21,257.16,12.184,12,257.04,-5.00,971299,-11.834,-2.697,-1.062,
22,257.17,11.948,0,257.04,-6.00,971299,-11.585,-2.641,-1.249,
23,257.17,12.052,2,257.04,-7.00,971299,-11.664,-2.656,-1.469,
24,257.18,12.052,9,257.04,-8.00,971299,-11.637,-2.650,-1.677,
25,257.18,10.756,6,257.04,-9.00,971299,-10.359,-2.357,-1.683,
26,257.19,9.668,7,257.04,-10.00,971299,-9.284,-2.113,-1.679,
27,257.19,8.856,7,257.04,-11.00,971299,-8.477,-1.927,-1.690,
28,257.20,8.192,7,257.04,-12.00,971299,-7.814,-1.777,-1.703,
29,257.20,7.572,10,257.04,-13.00,971299,-7.195,-1.635,-1.703,
30,257.21,7.104,6,257.04,-14.00,971299,-6.722,-1.526,-1.719,
31,257.22,6.716,9,257.04,-15.00,971299,-6.326,-1.436,-1.738,
32,257.22,6.356,6,257.04,-16.00,971299,-5.958,-1.352,-1.752,
1,0.00,0.000,0,257.22,0.00,971299,0.000,0.000,0.000,
2,0.00,0.000,0,257.22,0.00,971299,0.000,0.000,0.000,
3,0.00,0.000,0,257.22,0.00,971299,0.000,0.000,0.000,
